4981, 100, 1
4507, 100, 1
4507, 100, 1
2056, 46, 0
2056, 46, 0
2056, 46, 0
4699, 100, 1
4699, 100, 1
4921, 100, 1
4921, 100, 1
4921, 100, 1
4300, 100, 1
4300, 100, 1
5088, 100, 1
5088, 100, 1
1568, 37, 0
1568, 37, 0
1568, 37, 0
1912, 43, 0
1912, 43, 0
1912, 43, 0
4885, 100, 1
4885, 100, 1
4885, 100, 1
1865, 43, 0
1865, 43, 0
1865, 43, 0
2249, 46, 0
2249, 46, 0
4842, 100, 1
4842, 100, 1
4842, 100, 1
4545, 100, 1
4545, 100, 1
4545, 100, 1
4663, 100, 1
4663, 100, 1
4606, 100, 1
4606, 100, 1
4495, 100, 1
4495, 100, 1
4495, 100, 1
4355, 100, 1
4355, 100, 1
2250, 46, 0
2250, 46, 0
2250, 46, 0
4580, 100, 1
4580, 100, 1
4547, 100, 1
4547, 100, 1
4547, 100, 1
4637, 100, 1
4637, 100, 1
2345, 46, 0
2345, 46, 0
2345, 46, 0
4509, 100, 1
4509, 100, 1
2030, 46, 0
2030, 46, 0
2030, 46, 0
2100, 46, 0
2100, 46, 0
2100, 46, 0
4736, 100, 1
4736, 100, 1
4307, 100, 1
4307, 100, 1
4307, 100, 1
4459, 100, 1
4459, 100, 1
1888, 46, 0
1888, 46, 0
1888, 46, 0
1849, 39, 0
1849, 39, 0
1849, 39, 0
2009, 46, 0
2009, 46, 0
2009, 46, 0
4588, 100, 1
4588, 100, 1
2053, 45, 0
2053, 45, 0
2053, 45, 0
4705, 100, 1
4705, 100, 1
4748, 100, 1
4748, 100, 1
2222, 46, 0
2222, 46, 0
2222, 46, 0
4809, 100, 1
4809, 100, 1
4809, 100, 1
2334, 46, 0
2334, 46, 0
2084, 46, 0
2084, 46, 0
2118, 46, 0
2118, 46, 0
2118, 46, 0
1965, 41, 0
1965, 41, 0
1965, 41, 0
2318, 46, 0
2318, 46, 0
2171, 45, 0
2171, 45, 0
2171, 45, 0
1939, 46, 0
1939, 46, 0
1939, 46, 0
2232, 46, 0
2232, 46, 0
2232, 46, 0
4348, 100, 1
4348, 100, 1
4638, 100, 1
4638, 100, 1
4638, 100, 1
4696, 100, 1
4696, 100, 1
4665, 100, 1
4665, 100, 1
4665, 100, 1
4785, 100, 1
4785, 100, 1
4637, 100, 1
4637, 100, 1
4637, 100, 1
4328, 100, 1
4328, 100, 1
2052, 47, 0
2052, 47, 0
2052, 47, 0
2234, 47, 0
2234, 47, 0
4644, 100, 1
4644, 100, 1
4644, 100, 1
2026, 46, 0
2026, 46, 0
2026, 46, 0
4750, 100, 1
4750, 100, 1
4694, 100, 1
4694, 100, 1
4694, 100, 1
4492, 100, 1
4492, 100, 1
4464, 100, 1
4464, 100, 1
4464, 100, 1
4569, 100, 1
4569, 100, 1
2086, 46, 0
2086, 46, 0
2086, 46, 0
4483, 100, 1
4483, 100, 1
4483, 100, 1
1862, 45, 0
1862, 45, 0
4674, 100, 1
4674, 100, 1
4674, 100, 1
4770, 100, 1
4770, 100, 1
4653, 100, 1
4653, 100, 1
4653, 100, 1
4790, 100, 1
4790, 100, 1
4458, 100, 1
4458, 100, 1
4458, 100, 1
2329, 46, 0
2329, 46, 0
1949, 42, 0
1949, 42, 0
1809, 42, 0
1809, 42, 0
1809, 42, 0
1809, 42, 0
4689, 100, 1
4689, 100, 1
4402, 100, 1
4402, 100, 1
4402, 100, 1
4914, 100, 1
4914, 100, 1
2241, 46, 0
2241, 46, 0
2241, 46, 0
4785, 100, 1
4785, 100, 1
4625, 100, 1
4625, 100, 1
