4636, 100, 1
4636, 100, 1
4727, 100, 1
5184, 100, 1
5184, 100, 1
4781, 100, 1
4726, 100, 1
4726, 100, 1
5026, 100, 1
5026, 100, 1
4803, 100, 1
4713, 100, 1
4713, 100, 1
4768, 100, 1
4768, 100, 1
4868, 100, 1
4868, 100, 1
4952, 100, 1
2406, 45, 0
2406, 45, 0
5075, 100, 1
5075, 100, 1
5094, 100, 1
4690, 100, 1
4690, 100, 1
4659, 100, 1
4659, 100, 1
4856, 100, 1
4890, 100, 1
4890, 100, 1
4742, 100, 1
5144, 100, 1
5144, 100, 1
4913, 100, 1
4792, 100, 1
4792, 100, 1
4905, 100, 1
4905, 100, 1
4749, 100, 1
4869, 100, 1
4869, 100, 1
5102, 100, 1
5117, 100, 1
5117, 100, 1
4823, 100, 1
4829, 100, 1
4829, 100, 1
4664, 100, 1
4664, 100, 1
4759, 100, 1
4739, 100, 1
4739, 100, 1
5046, 100, 1
5046, 100, 1
4472, 100, 1
5343, 100, 1
5343, 100, 1
4839, 100, 1
4839, 100, 1
5092, 100, 1
4812, 100, 1
4812, 100, 1
4666, 100, 1
5055, 100, 1
5055, 100, 1
4655, 100, 1
4655, 100, 1
4864, 100, 1
4997, 100, 1
4997, 100, 1
4988, 100, 1
4988, 100, 1
4855, 100, 1
4621, 100, 1
4621, 100, 1
4922, 100, 1
4801, 100, 1
4801, 100, 1
4679, 100, 1
4679, 100, 1
4881, 100, 1
5017, 100, 1
5017, 100, 1
4625, 100, 1
4889, 100, 1
4889, 100, 1
4832, 100, 1
4832, 100, 1
4770, 100, 1
4937, 100, 1
4937, 100, 1
4817, 100, 1
4514, 100, 1
4514, 100, 1
4589, 100, 1
4589, 100, 1
4966, 100, 1
4912, 100, 1
4912, 100, 1
4693, 100, 1
4693, 100, 1
4990, 100, 1
4724, 100, 1
4724, 100, 1
4701, 100, 1
4916, 100, 1
4916, 100, 1
4653, 100, 1
4653, 100, 1
4915, 100, 1
2292, 45, 0
2292, 45, 0
2292, 45, 0
4888, 100, 1
4888, 100, 1
5103, 100, 1
4756, 100, 1
4756, 100, 1
5047, 100, 1
4846, 100, 1
4846, 100, 1
4709, 100, 1
4709, 100, 1
5158, 100, 1
4864, 100, 1
4864, 100, 1
5184, 100, 1
5221, 100, 1
5221, 100, 1
4740, 100, 1
4740, 100, 1
4923, 100, 1
4907, 100, 1
4907, 100, 1
4803, 100, 1
4851, 100, 1
4851, 100, 1
4932, 100, 1
4558, 100, 1
4558, 100, 1
4772, 100, 1
4772, 100, 1
4743, 100, 1
5317, 100, 1
5317, 100, 1
4697, 100, 1
4923, 100, 1
4923, 100, 1
4411, 100, 1
4411, 100, 1
4730, 100, 1
4901, 100, 1
4901, 100, 1
4995, 100, 1
2232, 42, 0
2232, 42, 0
2232, 42, 0
4859, 100, 1
4859, 100, 1
5082, 100, 1
5043, 100, 1
5043, 100, 1
4756, 100, 1
4712, 100, 1
4712, 100, 1
4969, 100, 1
4969, 100, 1
5033, 100, 1
4695, 100, 1
5029, 100, 1
5029, 100, 1
5035, 100, 1
5035, 100, 1
4703, 100, 1
2294, 44, 0
2294, 44, 0
2294, 44, 0
4812, 100, 1
4712, 100, 1
4712, 100, 1
4622, 100, 1
5141, 100, 1
5141, 100, 1
4731, 100, 1
4626, 100, 1
4626, 100, 1
4924, 100, 1
4855, 100, 1
4855, 100, 1
2030, 41, 0
2030, 41, 0
5060, 100, 1
5060, 100, 1
4943, 100, 1
4943, 100, 1
4847, 100, 1
4909, 100, 1
4909, 100, 1
4706, 100, 1
4706, 100, 1
