5088, 100, 1
2609, 46, 0
5405, 100, 1
5372, 100, 1
5357, 100, 1
5252, 100, 1
5223, 100, 1
5389, 100, 1
5576, 100, 1
5059, 100, 1
5183, 100, 1
5315, 100, 1
5505, 100, 1
5182, 100, 1
5074, 100, 1
5086, 100, 1
4915, 100, 1
5405, 100, 1
2486, 38, 0
5669, 100, 1
5482, 100, 1
5510, 100, 1
5021, 100, 1
5228, 100, 1
5438, 100, 1
5154, 100, 1
5489, 100, 1
5570, 100, 1
5255, 100, 1
5514, 100, 1
5223, 100, 1
5075, 100, 1
5452, 100, 1
5657, 100, 1
5458, 100, 1
2469, 41, 0
2161, 36, 0
1788, 28, 0
5365, 100, 1
5169, 100, 1
5228, 100, 1
5288, 100, 1
5295, 100, 1
4994, 100, 1
5159, 100, 1
4999, 100, 1
5731, 100, 1
5390, 100, 1
5311, 100, 1
5712, 100, 1
5445, 100, 1
5462, 100, 1
5236, 100, 1
5318, 100, 1
5456, 100, 1
5568, 100, 1
5425, 100, 1
5365, 100, 1
5159, 100, 1
5130, 100, 1
5040, 100, 1
5503, 100, 1
5151, 100, 1
4905, 100, 1
5086, 100, 1
5993, 100, 1
4957, 100, 1
5044, 100, 1
2902, 49, 0
5683, 100, 1
5473, 100, 1
5055, 100, 1
5351, 100, 1
5239, 100, 1
5150, 100, 1
4788, 100, 1
5474, 100, 1
5498, 100, 1
5465, 100, 1
5273, 100, 1
5403, 100, 1
2129, 33, 0
5408, 100, 1
5433, 100, 1
5286, 100, 1
5314, 100, 1
5965, 100, 1
5177, 100, 1
5239, 100, 1
2625, 45, 0
5212, 100, 1
5221, 100, 1
5073, 100, 1
5208, 100, 1
2638, 38, 0
5124, 100, 1
5015, 100, 1
5186, 100, 1
5289, 100, 1
5080, 100, 1
5093, 100, 1
5548, 100, 1
5740, 100, 1
5340, 100, 1
5102, 100, 1
4962, 100, 1
5463, 100, 1
5238, 100, 1
5296, 100, 1
5484, 100, 1
5145, 100, 1
5203, 100, 1
5359, 100, 1
5584, 100, 1
5228, 100, 1
5453, 100, 1
5023, 100, 1
5237, 100, 1
2926, 48, 0
5351, 100, 1
5344, 100, 1
5062, 100, 1
2685, 47, 0
5466, 100, 1
5168, 100, 1
5238, 100, 1
4931, 100, 1
5613, 100, 1
5307, 100, 1
5168, 100, 1
5507, 100, 1
4998, 100, 1
5171, 100, 1
5503, 100, 1
5265, 100, 1
5374, 100, 1
2539, 37, 0
5282, 100, 1
5346, 100, 1
5227, 100, 1
4900, 100, 1
5604, 100, 1
5320, 100, 1
4973, 100, 1
2624, 43, 0
5481, 100, 1
5110, 100, 1
5503, 100, 1
5057, 100, 1
5516, 100, 1
5548, 100, 1
5242, 100, 1
5323, 100, 1
5272, 100, 1
3001, 50, 0
2393, 39, 0
5516, 100, 1
5313, 100, 1
5443, 100, 1
5542, 100, 1
5199, 100, 1
5038, 100, 1
5430, 100, 1
5203, 100, 1
5079, 100, 1
5441, 100, 1
5188, 100, 1
5085, 100, 1
2701, 42, 0
5143, 100, 1
5387, 100, 1
5383, 100, 1
5459, 100, 1
5348, 100, 1
5381, 100, 1
5292, 100, 1
5310, 100, 1
5437, 100, 1
5526, 100, 1
4987, 100, 1
5484, 100, 1
5102, 100, 1
5400, 100, 1
5356, 100, 1
5110, 100, 1
2700, 45, 0
5551, 100, 1
5239, 100, 1
5486, 100, 1
5367, 100, 1
5323, 100, 1
5454, 100, 1
5403, 100, 1
5694, 100, 1
5583, 100, 1
5395, 100, 1
5278, 100, 1
2828, 47, 0
5155, 100, 1
5263, 100, 1
2045, 33, 0
5475, 100, 1
5490, 100, 1
5194, 100, 1
5267, 100, 1
5296, 100, 1
5272, 100, 1
5390, 100, 1
5268, 100, 1
5495, 100, 1
5061, 100, 1
5290, 100, 1
5482, 100, 1
5147, 100, 1
5250, 100, 1
5257, 100, 1
5032, 100, 1
5443, 100, 1
5357, 100, 1
5330, 100, 1
5294, 100, 1
5198, 100, 1
5590, 100, 1
5135, 100, 1
5160, 100, 1
5170, 100, 1
5316, 100, 1
5014, 100, 1
5629, 100, 1
5249, 100, 1
5870, 100, 1
5129, 100, 1
5580, 100, 1
5241, 100, 1
5232, 100, 1
5268, 100, 1
5611, 100, 1
5221, 100, 1
5267, 100, 1
5250, 100, 1
5490, 100, 1
5007, 100, 1
2466, 40, 0
5289, 100, 1
5282, 100, 1
5217, 100, 1
5222, 100, 1
5145, 100, 1
5350, 100, 1
5266, 100, 1
