5550, 100, 1
5513, 100, 1
5278, 100, 1
5443, 100, 1
5459, 100, 1
5608, 100, 1
5405, 100, 1
4993, 100, 1
5640, 100, 1
5445, 100, 1
5646, 100, 1
4977, 100, 1
5917, 100, 1
4946, 100, 1
5559, 100, 1
5471, 100, 1
5373, 100, 1
5413, 100, 1
5787, 100, 1
5874, 100, 1
5279, 100, 1
5861, 100, 1
5699, 100, 1
5449, 100, 1
5590, 100, 1
5537, 100, 1
2663, 42, 0
5166, 100, 1
5191, 100, 1
4971, 100, 1
5495, 100, 1
5276, 100, 1
5458, 100, 1
5187, 100, 1
5422, 100, 1
5650, 100, 1
5270, 100, 1
5070, 100, 1
5206, 100, 1
5160, 100, 1
5175, 100, 1
5166, 100, 1
5503, 100, 1
5206, 100, 1
5275, 100, 1
5542, 100, 1
5407, 100, 1
5266, 100, 1
5321, 100, 1
5516, 100, 1
5574, 100, 1
5175, 100, 1
5303, 100, 1
5575, 100, 1
5530, 100, 1
5437, 100, 1
5490, 100, 1
5445, 100, 1
5341, 100, 1
5512, 100, 1
5371, 100, 1
5383, 100, 1
5396, 100, 1
5693, 100, 1
5807, 100, 1
5637, 100, 1
5438, 100, 1
5582, 100, 1
5868, 100, 1
5086, 100, 1
5390, 100, 1
5693, 100, 1
5280, 100, 1
5064, 100, 1
5174, 100, 1
5691, 100, 1
5422, 100, 1
5350, 100, 1
5358, 100, 1
5266, 100, 1
5689, 100, 1
5216, 100, 1
5179, 100, 1
5341, 100, 1
5192, 100, 1
5706, 100, 1
5642, 100, 1
5279, 100, 1
4825, 100, 1
5229, 100, 1
5461, 100, 1
5275, 100, 1
5040, 100, 1
5125, 100, 1
5293, 100, 1
5404, 100, 1
5373, 100, 1
5842, 100, 1
5373, 100, 1
5296, 100, 1
5403, 100, 1
5558, 100, 1
5055, 100, 1
5318, 100, 1
5201, 100, 1
5091, 100, 1
5453, 100, 1
5136, 100, 1
5504, 100, 1
5494, 100, 1
5231, 100, 1
5704, 100, 1
5271, 100, 1
5490, 100, 1
5319, 100, 1
5479, 100, 1
5239, 100, 1
5621, 100, 1
5370, 100, 1
5253, 100, 1
5299, 100, 1
5052, 100, 1
5212, 100, 1
5432, 100, 1
5120, 100, 1
5872, 100, 1
5650, 100, 1
5559, 100, 1
5328, 100, 1
5408, 100, 1
5511, 100, 1
5812, 100, 1
5177, 100, 1
5360, 100, 1
5291, 100, 1
5463, 100, 1
2425, 41, 0
5613, 100, 1
4934, 100, 1
5626, 100, 1
5492, 100, 1
5444, 100, 1
5379, 100, 1
5436, 100, 1
5459, 100, 1
5250, 100, 1
5356, 100, 1
5457, 100, 1
5352, 100, 1
5439, 100, 1
5367, 100, 1
5317, 100, 1
5690, 100, 1
5157, 100, 1
5061, 100, 1
5198, 100, 1
5287, 100, 1
5589, 100, 1
5162, 100, 1
5529, 100, 1
4959, 100, 1
5168, 100, 1
5234, 100, 1
5275, 100, 1
5085, 100, 1
5550, 100, 1
3139, 46, 0
5153, 100, 1
5509, 100, 1
5548, 100, 1
5408, 100, 1
6010, 100, 1
5372, 100, 1
5387, 100, 1
5616, 100, 1
5453, 100, 1
5462, 100, 1
5282, 100, 1
5164, 100, 1
5585, 100, 1
5655, 100, 1
5678, 100, 1
5501, 100, 1
5203, 100, 1
5320, 100, 1
5175, 100, 1
2522, 43, 0
5101, 100, 1
5526, 100, 1
5367, 100, 1
5394, 100, 1
5672, 100, 1
5305, 100, 1
5221, 100, 1
5216, 100, 1
4964, 100, 1
5225, 100, 1
5456, 100, 1
5639, 100, 1
5485, 100, 1
5245, 100, 1
5219, 100, 1
5381, 100, 1
5536, 100, 1
5019, 100, 1
4990, 100, 1
5213, 100, 1
5201, 100, 1
5174, 100, 1
5236, 100, 1
5536, 100, 1
6114, 100, 1
5606, 100, 1
5205, 100, 1
5470, 100, 1
5304, 100, 1
5568, 100, 1
5533, 100, 1
5418, 100, 1
2843, 43, 0
5439, 100, 1
5215, 100, 1
5199, 100, 1
5553, 100, 1
5311, 100, 1
5211, 100, 1
5376, 100, 1
5240, 100, 1
5663, 100, 1
5342, 100, 1
5434, 100, 1
5117, 100, 1
5514, 100, 1
5431, 100, 1
2812, 41, 0
5487, 100, 1
5230, 100, 1
5318, 100, 1
5361, 100, 1
5424, 100, 1
2694, 45, 0
4972, 100, 1
5065, 100, 1
5397, 100, 1
5381, 100, 1
5851, 100, 1
5218, 100, 1
5416, 100, 1
5510, 100, 1
5434, 100, 1
5425, 100, 1
5234, 100, 1
5650, 100, 1
5526, 100, 1
5256, 100, 1
